Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Patent citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Sustainable Development Goals (2021),Topic Cluster name,Topic Cluster number,Topic name,Topic number,Topic Cluster Prominence Percentile,Topic Prominence Percentile
Unmanned surface vehicle simulator with realistic environmental disturbances," Jorge, V.",6, 36175720000,2019,2019-01-01,Sensors (Switzerland),19,5,-,1068,ISSN-14248220,130124,Journal,1.62,11,5,13,0.653,24,0.63,14,21,2.23,9.41,8,11,0,"Paravisi, M., Santos, D.H., Jorge, V. and 3 more (...) (2019).Unmanned surface vehicle simulator with realistic environmental disturbances. Sensors (Switzerland),19(5) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85062393585&origin=resultslist,10.3390/s19051068,Article,Gold|Green,2-s2.0-85062393585,30832355,"Instituto Tecnológico de Aeronáutica| Instituto Federal de Educação, Ciȇncia e Tecnologia do Rio Grande do Sul| Universidade Federal do Rio Grande do Norte| Pontifícia Universidade Católica de Campinas",4,60109442| 60029534| 60023857| 60021657,"Instituto Federal de Educação, Ciȇncia e Tecnologia do Rio Grande do Sul| Pontificia Universidade Catolica de Campinas| Universidade Federal do Rio Grande do Norte| Instituto Tecnologico de Aeronautica",35105651100,8293027500,8293027500,-,Brazil, 3107," Atomic and Molecular Physics, and Optics",-,"Control,Controllers,Linear Matrix Inequalities",9,"Unmanned Surface Vehicles,Controller,Autonomous Underwater Vehicle (AUV)",2132,97.592,99.318
Unmanned surface vehicle simulator with realistic environmental disturbances," Heck, G.",6, 55315861700,2019,2019-01-01,Sensors (Switzerland),19,5,-,1068,ISSN-14248220,130124,Journal,1.62,11,5,13,0.653,24,0.63,14,21,2.23,9.41,8,11,0,"Paravisi, M., Santos, D.H., Jorge, V. and 3 more (...) (2019).Unmanned surface vehicle simulator with realistic environmental disturbances. Sensors (Switzerland),19(5) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85062393585&origin=resultslist,10.3390/s19051068,Article,Gold|Green,2-s2.0-85062393585,30832355,"Instituto Tecnológico de Aeronáutica| Instituto Federal de Educação, Ciȇncia e Tecnologia do Rio Grande do Sul| Universidade Federal do Rio Grande do Norte| Pontifícia Universidade Católica de Campinas",4,60109442| 60029534| 60023857| 60021657,"Instituto Federal de Educação, Ciȇncia e Tecnologia do Rio Grande do Sul| Pontificia Universidade Catolica de Campinas| Universidade Federal do Rio Grande do Norte| Instituto Tecnologico de Aeronautica",35105651100,8293027500,8293027500,-,Brazil, 3107," Atomic and Molecular Physics, and Optics",-,"Control,Controllers,Linear Matrix Inequalities",9,"Unmanned Surface Vehicles,Controller,Autonomous Underwater Vehicle (AUV)",2132,97.592,99.318
Unmanned surface vehicle simulator with realistic environmental disturbances," Gonçalves, L.M.",6, 8843298100,2019,2019-01-01,Sensors (Switzerland),19,5,-,1068,ISSN-14248220,130124,Journal,1.62,11,5,13,0.653,24,0.63,14,21,2.23,9.41,8,11,0,"Paravisi, M., Santos, D.H., Jorge, V. and 3 more (...) (2019).Unmanned surface vehicle simulator with realistic environmental disturbances. Sensors (Switzerland),19(5) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85062393585&origin=resultslist,10.3390/s19051068,Article,Gold|Green,2-s2.0-85062393585,30832355,"Instituto Tecnológico de Aeronáutica| Instituto Federal de Educação, Ciȇncia e Tecnologia do Rio Grande do Sul| Universidade Federal do Rio Grande do Norte| Pontifícia Universidade Católica de Campinas",4,60109442| 60029534| 60023857| 60021657,"Instituto Federal de Educação, Ciȇncia e Tecnologia do Rio Grande do Sul| Pontificia Universidade Catolica de Campinas| Universidade Federal do Rio Grande do Norte| Instituto Tecnologico de Aeronautica",35105651100,8293027500,8293027500,-,Brazil, 3107," Atomic and Molecular Physics, and Optics",-,"Control,Controllers,Linear Matrix Inequalities",9,"Unmanned Surface Vehicles,Controller,Autonomous Underwater Vehicle (AUV)",2132,97.592,99.318
Unmanned surface vehicle simulator with realistic environmental disturbances," Amory, A.",6, 8293027500,2019,2019-01-01,Sensors (Switzerland),19,5,-,1068,ISSN-14248220,130124,Journal,1.62,11,5,13,0.653,24,0.63,14,21,2.23,9.41,8,11,0,"Paravisi, M., Santos, D.H., Jorge, V. and 3 more (...) (2019).Unmanned surface vehicle simulator with realistic environmental disturbances. Sensors (Switzerland),19(5) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85062393585&origin=resultslist,10.3390/s19051068,Article,Gold|Green,2-s2.0-85062393585,30832355,"Instituto Tecnológico de Aeronáutica| Instituto Federal de Educação, Ciȇncia e Tecnologia do Rio Grande do Sul| Universidade Federal do Rio Grande do Norte| Pontifícia Universidade Católica de Campinas",4,60109442| 60029534| 60023857| 60021657,"Instituto Federal de Educação, Ciȇncia e Tecnologia do Rio Grande do Sul| Pontificia Universidade Catolica de Campinas| Universidade Federal do Rio Grande do Norte| Instituto Tecnologico de Aeronautica",35105651100,8293027500,8293027500,-,Brazil, 3107," Atomic and Molecular Physics, and Optics",-,"Control,Controllers,Linear Matrix Inequalities",9,"Unmanned Surface Vehicles,Controller,Autonomous Underwater Vehicle (AUV)",2132,97.592,99.318
Design and implementation of a control system for a sailboat robot,"Santos, D.",8,57190606005,2016,2016-03-01,Robotics,5,1,-,5,ISSN-22186581,21100833833,Journal,1.33,15,-,-,-,-,0.24,15,20,1.69,8.27,18,17,0,"Santos, D., Junior, A.G.S., Negreiros, A. and 5 more (...) (2016).Design and implementation of a control system for a sailboat robot. Robotics,5(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85048513161&origin=resultslist,10.3390/robotics5010005,Article,Gold|Green,2-s2.0-85048513161,-,Universidade Federal de São Carlos| Marinha do Brasil| Universidade Federal do Rio Grande do Norte,3,60023857| 108436612| 60101662| 60013792,"Universidade Federal do Rio Grande do Norte| Instituto Federal de Educação, Ciência e Tecnologia Do Rio Grande Do Norte (IFRN)| Marinha do Brasil| Universidade Federal de São Carlos",57190606005,8843298100,8843298100,-,Brazil,1702,Artificial Intelligence,-,"Autonomous Underwater Vehicles,Underwater Acoustics,Remotely Operated Vehicles",1150,"Sailing Vessels,Ice Ridge,Autonomous",49325,40.87,69.75
Design and implementation of a control system for a sailboat robot," Junior, A.G.S.",8, 57192713442,2016,2016-03-01,Robotics,5,1,-,5,ISSN-22186581,21100833833,Journal,1.33,15,-,-,-,-,0.24,15,20,1.69,8.27,18,17,0,"Santos, D., Junior, A.G.S., Negreiros, A. and 5 more (...) (2016).Design and implementation of a control system for a sailboat robot. Robotics,5(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85048513161&origin=resultslist,10.3390/robotics5010005,Article,Gold|Green,2-s2.0-85048513161,-,Universidade Federal de São Carlos| Marinha do Brasil| Universidade Federal do Rio Grande do Norte,3,60023857| 108436612| 60101662| 60013792,"Universidade Federal do Rio Grande do Norte| Instituto Federal de Educação, Ciência e Tecnologia Do Rio Grande Do Norte (IFRN)| Marinha do Brasil| Universidade Federal de São Carlos",57190606005,8843298100,8843298100,-,Brazil,1702,Artificial Intelligence,-,"Autonomous Underwater Vehicles,Underwater Acoustics,Remotely Operated Vehicles",1150,"Sailing Vessels,Ice Ridge,Autonomous",49325,40.87,69.75
Design and implementation of a control system for a sailboat robot," Negreiros, A.",8, 56131277200,2016,2016-03-01,Robotics,5,1,-,5,ISSN-22186581,21100833833,Journal,1.33,15,-,-,-,-,0.24,15,20,1.69,8.27,18,17,0,"Santos, D., Junior, A.G.S., Negreiros, A. and 5 more (...) (2016).Design and implementation of a control system for a sailboat robot. Robotics,5(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85048513161&origin=resultslist,10.3390/robotics5010005,Article,Gold|Green,2-s2.0-85048513161,-,Universidade Federal de São Carlos| Marinha do Brasil| Universidade Federal do Rio Grande do Norte,3,60023857| 108436612| 60101662| 60013792,"Universidade Federal do Rio Grande do Norte| Instituto Federal de Educação, Ciência e Tecnologia Do Rio Grande Do Norte (IFRN)| Marinha do Brasil| Universidade Federal de São Carlos",57190606005,8843298100,8843298100,-,Brazil,1702,Artificial Intelligence,-,"Autonomous Underwater Vehicles,Underwater Acoustics,Remotely Operated Vehicles",1150,"Sailing Vessels,Ice Ridge,Autonomous",49325,40.87,69.75
Design and implementation of a control system for a sailboat robot," Boas, J.V.",8, 57204042904,2016,2016-03-01,Robotics,5,1,-,5,ISSN-22186581,21100833833,Journal,1.33,15,-,-,-,-,0.24,15,20,1.69,8.27,18,17,0,"Santos, D., Junior, A.G.S., Negreiros, A. and 5 more (...) (2016).Design and implementation of a control system for a sailboat robot. Robotics,5(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85048513161&origin=resultslist,10.3390/robotics5010005,Article,Gold|Green,2-s2.0-85048513161,-,Universidade Federal de São Carlos| Marinha do Brasil| Universidade Federal do Rio Grande do Norte,3,60023857| 108436612| 60101662| 60013792,"Universidade Federal do Rio Grande do Norte| Instituto Federal de Educação, Ciência e Tecnologia Do Rio Grande Do Norte (IFRN)| Marinha do Brasil| Universidade Federal de São Carlos",57190606005,8843298100,8843298100,-,Brazil,1702,Artificial Intelligence,-,"Autonomous Underwater Vehicles,Underwater Acoustics,Remotely Operated Vehicles",1150,"Sailing Vessels,Ice Ridge,Autonomous",49325,40.87,69.75
Design and implementation of a control system for a sailboat robot," Alvarez, J.",8, 57204049744,2016,2016-03-01,Robotics,5,1,-,5,ISSN-22186581,21100833833,Journal,1.33,15,-,-,-,-,0.24,15,20,1.69,8.27,18,17,0,"Santos, D., Junior, A.G.S., Negreiros, A. and 5 more (...) (2016).Design and implementation of a control system for a sailboat robot. Robotics,5(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85048513161&origin=resultslist,10.3390/robotics5010005,Article,Gold|Green,2-s2.0-85048513161,-,Universidade Federal de São Carlos| Marinha do Brasil| Universidade Federal do Rio Grande do Norte,3,60023857| 108436612| 60101662| 60013792,"Universidade Federal do Rio Grande do Norte| Instituto Federal de Educação, Ciência e Tecnologia Do Rio Grande Do Norte (IFRN)| Marinha do Brasil| Universidade Federal de São Carlos",57190606005,8843298100,8843298100,-,Brazil,1702,Artificial Intelligence,-,"Autonomous Underwater Vehicles,Underwater Acoustics,Remotely Operated Vehicles",1150,"Sailing Vessels,Ice Ridge,Autonomous",49325,40.87,69.75
Design and implementation of a control system for a sailboat robot," Araujo, A.",8, 56027748600,2016,2016-03-01,Robotics,5,1,-,5,ISSN-22186581,21100833833,Journal,1.33,15,-,-,-,-,0.24,15,20,1.69,8.27,18,17,0,"Santos, D., Junior, A.G.S., Negreiros, A. and 5 more (...) (2016).Design and implementation of a control system for a sailboat robot. Robotics,5(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85048513161&origin=resultslist,10.3390/robotics5010005,Article,Gold|Green,2-s2.0-85048513161,-,Universidade Federal de São Carlos| Marinha do Brasil| Universidade Federal do Rio Grande do Norte,3,60023857| 108436612| 60101662| 60013792,"Universidade Federal do Rio Grande do Norte| Instituto Federal de Educação, Ciência e Tecnologia Do Rio Grande Do Norte (IFRN)| Marinha do Brasil| Universidade Federal de São Carlos",57190606005,8843298100,8843298100,-,Brazil,1702,Artificial Intelligence,-,"Autonomous Underwater Vehicles,Underwater Acoustics,Remotely Operated Vehicles",1150,"Sailing Vessels,Ice Ridge,Autonomous",49325,40.87,69.75
Design and implementation of a control system for a sailboat robot," Aroca, R.V.",8, 24490519000,2016,2016-03-01,Robotics,5,1,-,5,ISSN-22186581,21100833833,Journal,1.33,15,-,-,-,-,0.24,15,20,1.69,8.27,18,17,0,"Santos, D., Junior, A.G.S., Negreiros, A. and 5 more (...) (2016).Design and implementation of a control system for a sailboat robot. Robotics,5(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85048513161&origin=resultslist,10.3390/robotics5010005,Article,Gold|Green,2-s2.0-85048513161,-,Universidade Federal de São Carlos| Marinha do Brasil| Universidade Federal do Rio Grande do Norte,3,60023857| 108436612| 60101662| 60013792,"Universidade Federal do Rio Grande do Norte| Instituto Federal de Educação, Ciência e Tecnologia Do Rio Grande Do Norte (IFRN)| Marinha do Brasil| Universidade Federal de São Carlos",57190606005,8843298100,8843298100,-,Brazil,1702,Artificial Intelligence,-,"Autonomous Underwater Vehicles,Underwater Acoustics,Remotely Operated Vehicles",1150,"Sailing Vessels,Ice Ridge,Autonomous",49325,40.87,69.75
Design and implementation of a control system for a sailboat robot," Gonçalves, L.M.G.",8, 8843298100,2016,2016-03-01,Robotics,5,1,-,5,ISSN-22186581,21100833833,Journal,1.33,15,-,-,-,-,0.24,15,20,1.69,8.27,18,17,0,"Santos, D., Junior, A.G.S., Negreiros, A. and 5 more (...) (2016).Design and implementation of a control system for a sailboat robot. Robotics,5(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85048513161&origin=resultslist,10.3390/robotics5010005,Article,Gold|Green,2-s2.0-85048513161,-,Universidade Federal de São Carlos| Marinha do Brasil| Universidade Federal do Rio Grande do Norte,3,60023857| 108436612| 60101662| 60013792,"Universidade Federal do Rio Grande do Norte| Instituto Federal de Educação, Ciência e Tecnologia Do Rio Grande Do Norte (IFRN)| Marinha do Brasil| Universidade Federal de São Carlos",57190606005,8843298100,8843298100,-,Brazil,1702,Artificial Intelligence,-,"Autonomous Underwater Vehicles,Underwater Acoustics,Remotely Operated Vehicles",1150,"Sailing Vessels,Ice Ridge,Autonomous",49325,40.87,69.75
Design and implementation of a control system for a sailboat robot,"Santos, D.",8,57190606005,2016,2016-03-01,Robotics,5,1,-,5,ISSN-22186581,21100833833,Journal,1.33,15,-,-,-,-,0.24,15,20,1.69,8.27,18,17,0,"Santos, D., Junior, A.G.S., Negreiros, A. and 5 more (...) (2016).Design and implementation of a control system for a sailboat robot. Robotics,5(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85048513161&origin=resultslist,10.3390/robotics5010005,Article,Gold|Green,2-s2.0-85048513161,-,Universidade Federal de São Carlos| Marinha do Brasil| Universidade Federal do Rio Grande do Norte,3,60023857| 108436612| 60101662| 60013792,"Universidade Federal do Rio Grande do Norte| Instituto Federal de Educação, Ciência e Tecnologia Do Rio Grande Do Norte (IFRN)| Marinha do Brasil| Universidade Federal de São Carlos",57190606005,8843298100,8843298100,-,Brazil, 2210, Mechanical Engineering,-,"Autonomous Underwater Vehicles,Underwater Acoustics,Remotely Operated Vehicles",1150,"Sailing Vessels,Ice Ridge,Autonomous",49325,40.87,69.75
Design and implementation of a control system for a sailboat robot," Junior, A.G.S.",8, 57192713442,2016,2016-03-01,Robotics,5,1,-,5,ISSN-22186581,21100833833,Journal,1.33,15,-,-,-,-,0.24,15,20,1.69,8.27,18,17,0,"Santos, D., Junior, A.G.S., Negreiros, A. and 5 more (...) (2016).Design and implementation of a control system for a sailboat robot. Robotics,5(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85048513161&origin=resultslist,10.3390/robotics5010005,Article,Gold|Green,2-s2.0-85048513161,-,Universidade Federal de São Carlos| Marinha do Brasil| Universidade Federal do Rio Grande do Norte,3,60023857| 108436612| 60101662| 60013792,"Universidade Federal do Rio Grande do Norte| Instituto Federal de Educação, Ciência e Tecnologia Do Rio Grande Do Norte (IFRN)| Marinha do Brasil| Universidade Federal de São Carlos",57190606005,8843298100,8843298100,-,Brazil, 2210, Mechanical Engineering,-,"Autonomous Underwater Vehicles,Underwater Acoustics,Remotely Operated Vehicles",1150,"Sailing Vessels,Ice Ridge,Autonomous",49325,40.87,69.75
Design and implementation of a control system for a sailboat robot," Negreiros, A.",8, 56131277200,2016,2016-03-01,Robotics,5,1,-,5,ISSN-22186581,21100833833,Journal,1.33,15,-,-,-,-,0.24,15,20,1.69,8.27,18,17,0,"Santos, D., Junior, A.G.S., Negreiros, A. and 5 more (...) (2016).Design and implementation of a control system for a sailboat robot. Robotics,5(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85048513161&origin=resultslist,10.3390/robotics5010005,Article,Gold|Green,2-s2.0-85048513161,-,Universidade Federal de São Carlos| Marinha do Brasil| Universidade Federal do Rio Grande do Norte,3,60023857| 108436612| 60101662| 60013792,"Universidade Federal do Rio Grande do Norte| Instituto Federal de Educação, Ciência e Tecnologia Do Rio Grande Do Norte (IFRN)| Marinha do Brasil| Universidade Federal de São Carlos",57190606005,8843298100,8843298100,-,Brazil, 2210, Mechanical Engineering,-,"Autonomous Underwater Vehicles,Underwater Acoustics,Remotely Operated Vehicles",1150,"Sailing Vessels,Ice Ridge,Autonomous",49325,40.87,69.75
Design and implementation of a control system for a sailboat robot," Boas, J.V.",8, 57204042904,2016,2016-03-01,Robotics,5,1,-,5,ISSN-22186581,21100833833,Journal,1.33,15,-,-,-,-,0.24,15,20,1.69,8.27,18,17,0,"Santos, D., Junior, A.G.S., Negreiros, A. and 5 more (...) (2016).Design and implementation of a control system for a sailboat robot. Robotics,5(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85048513161&origin=resultslist,10.3390/robotics5010005,Article,Gold|Green,2-s2.0-85048513161,-,Universidade Federal de São Carlos| Marinha do Brasil| Universidade Federal do Rio Grande do Norte,3,60023857| 108436612| 60101662| 60013792,"Universidade Federal do Rio Grande do Norte| Instituto Federal de Educação, Ciência e Tecnologia Do Rio Grande Do Norte (IFRN)| Marinha do Brasil| Universidade Federal de São Carlos",57190606005,8843298100,8843298100,-,Brazil, 2210, Mechanical Engineering,-,"Autonomous Underwater Vehicles,Underwater Acoustics,Remotely Operated Vehicles",1150,"Sailing Vessels,Ice Ridge,Autonomous",49325,40.87,69.75
Design and implementation of a control system for a sailboat robot," Alvarez, J.",8, 57204049744,2016,2016-03-01,Robotics,5,1,-,5,ISSN-22186581,21100833833,Journal,1.33,15,-,-,-,-,0.24,15,20,1.69,8.27,18,17,0,"Santos, D., Junior, A.G.S., Negreiros, A. and 5 more (...) (2016).Design and implementation of a control system for a sailboat robot. Robotics,5(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85048513161&origin=resultslist,10.3390/robotics5010005,Article,Gold|Green,2-s2.0-85048513161,-,Universidade Federal de São Carlos| Marinha do Brasil| Universidade Federal do Rio Grande do Norte,3,60023857| 108436612| 60101662| 60013792,"Universidade Federal do Rio Grande do Norte| Instituto Federal de Educação, Ciência e Tecnologia Do Rio Grande Do Norte (IFRN)| Marinha do Brasil| Universidade Federal de São Carlos",57190606005,8843298100,8843298100,-,Brazil, 2210, Mechanical Engineering,-,"Autonomous Underwater Vehicles,Underwater Acoustics,Remotely Operated Vehicles",1150,"Sailing Vessels,Ice Ridge,Autonomous",49325,40.87,69.75
Design and implementation of a control system for a sailboat robot," Araujo, A.",8, 56027748600,2016,2016-03-01,Robotics,5,1,-,5,ISSN-22186581,21100833833,Journal,1.33,15,-,-,-,-,0.24,15,20,1.69,8.27,18,17,0,"Santos, D., Junior, A.G.S., Negreiros, A. and 5 more (...) (2016).Design and implementation of a control system for a sailboat robot. Robotics,5(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85048513161&origin=resultslist,10.3390/robotics5010005,Article,Gold|Green,2-s2.0-85048513161,-,Universidade Federal de São Carlos| Marinha do Brasil| Universidade Federal do Rio Grande do Norte,3,60023857| 108436612| 60101662| 60013792,"Universidade Federal do Rio Grande do Norte| Instituto Federal de Educação, Ciência e Tecnologia Do Rio Grande Do Norte (IFRN)| Marinha do Brasil| Universidade Federal de São Carlos",57190606005,8843298100,8843298100,-,Brazil, 2210, Mechanical Engineering,-,"Autonomous Underwater Vehicles,Underwater Acoustics,Remotely Operated Vehicles",1150,"Sailing Vessels,Ice Ridge,Autonomous",49325,40.87,69.75
Design and implementation of a control system for a sailboat robot," Aroca, R.V.",8, 24490519000,2016,2016-03-01,Robotics,5,1,-,5,ISSN-22186581,21100833833,Journal,1.33,15,-,-,-,-,0.24,15,20,1.69,8.27,18,17,0,"Santos, D., Junior, A.G.S., Negreiros, A. and 5 more (...) (2016).Design and implementation of a control system for a sailboat robot. Robotics,5(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85048513161&origin=resultslist,10.3390/robotics5010005,Article,Gold|Green,2-s2.0-85048513161,-,Universidade Federal de São Carlos| Marinha do Brasil| Universidade Federal do Rio Grande do Norte,3,60023857| 108436612| 60101662| 60013792,"Universidade Federal do Rio Grande do Norte| Instituto Federal de Educação, Ciência e Tecnologia Do Rio Grande Do Norte (IFRN)| Marinha do Brasil| Universidade Federal de São Carlos",57190606005,8843298100,8843298100,-,Brazil, 2210, Mechanical Engineering,-,"Autonomous Underwater Vehicles,Underwater Acoustics,Remotely Operated Vehicles",1150,"Sailing Vessels,Ice Ridge,Autonomous",49325,40.87,69.75
Design and implementation of a control system for a sailboat robot," Gonçalves, L.M.G.",8, 8843298100,2016,2016-03-01,Robotics,5,1,-,5,ISSN-22186581,21100833833,Journal,1.33,15,-,-,-,-,0.24,15,20,1.69,8.27,18,17,0,"Santos, D., Junior, A.G.S., Negreiros, A. and 5 more (...) (2016).Design and implementation of a control system for a sailboat robot. Robotics,5(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85048513161&origin=resultslist,10.3390/robotics5010005,Article,Gold|Green,2-s2.0-85048513161,-,Universidade Federal de São Carlos| Marinha do Brasil| Universidade Federal do Rio Grande do Norte,3,60023857| 108436612| 60101662| 60013792,"Universidade Federal do Rio Grande do Norte| Instituto Federal de Educação, Ciência e Tecnologia Do Rio Grande Do Norte (IFRN)| Marinha do Brasil| Universidade Federal de São Carlos",57190606005,8843298100,8843298100,-,Brazil, 2210, Mechanical Engineering,-,"Autonomous Underwater Vehicles,Underwater Acoustics,Remotely Operated Vehicles",1150,"Sailing Vessels,Ice Ridge,Autonomous",49325,40.87,69.75
Design and implementation of a control system for a sailboat robot,"Santos, D.",8,57190606005,2016,2016-03-01,Robotics,5,1,-,5,ISSN-22186581,21100833833,Journal,1.33,15,-,-,-,-,0.24,15,20,1.69,8.27,18,17,0,"Santos, D., Junior, A.G.S., Negreiros, A. and 5 more (...) (2016).Design and implementation of a control system for a sailboat robot. Robotics,5(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85048513161&origin=resultslist,10.3390/robotics5010005,Article,Gold|Green,2-s2.0-85048513161,-,Universidade Federal de São Carlos| Marinha do Brasil| Universidade Federal do Rio Grande do Norte,3,60023857| 108436612| 60101662| 60013792,"Universidade Federal do Rio Grande do Norte| Instituto Federal de Educação, Ciência e Tecnologia Do Rio Grande Do Norte (IFRN)| Marinha do Brasil| Universidade Federal de São Carlos",57190606005,8843298100,8843298100,-,Brazil, 2606, Control and Optimization,-,"Autonomous Underwater Vehicles,Underwater Acoustics,Remotely Operated Vehicles",1150,"Sailing Vessels,Ice Ridge,Autonomous",49325,40.87,69.75
Design and implementation of a control system for a sailboat robot," Junior, A.G.S.",8, 57192713442,2016,2016-03-01,Robotics,5,1,-,5,ISSN-22186581,21100833833,Journal,1.33,15,-,-,-,-,0.24,15,20,1.69,8.27,18,17,0,"Santos, D., Junior, A.G.S., Negreiros, A. and 5 more (...) (2016).Design and implementation of a control system for a sailboat robot. Robotics,5(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85048513161&origin=resultslist,10.3390/robotics5010005,Article,Gold|Green,2-s2.0-85048513161,-,Universidade Federal de São Carlos| Marinha do Brasil| Universidade Federal do Rio Grande do Norte,3,60023857| 108436612| 60101662| 60013792,"Universidade Federal do Rio Grande do Norte| Instituto Federal de Educação, Ciência e Tecnologia Do Rio Grande Do Norte (IFRN)| Marinha do Brasil| Universidade Federal de São Carlos",57190606005,8843298100,8843298100,-,Brazil, 2606, Control and Optimization,-,"Autonomous Underwater Vehicles,Underwater Acoustics,Remotely Operated Vehicles",1150,"Sailing Vessels,Ice Ridge,Autonomous",49325,40.87,69.75
Design and implementation of a control system for a sailboat robot," Negreiros, A.",8, 56131277200,2016,2016-03-01,Robotics,5,1,-,5,ISSN-22186581,21100833833,Journal,1.33,15,-,-,-,-,0.24,15,20,1.69,8.27,18,17,0,"Santos, D., Junior, A.G.S., Negreiros, A. and 5 more (...) (2016).Design and implementation of a control system for a sailboat robot. Robotics,5(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85048513161&origin=resultslist,10.3390/robotics5010005,Article,Gold|Green,2-s2.0-85048513161,-,Universidade Federal de São Carlos| Marinha do Brasil| Universidade Federal do Rio Grande do Norte,3,60023857| 108436612| 60101662| 60013792,"Universidade Federal do Rio Grande do Norte| Instituto Federal de Educação, Ciência e Tecnologia Do Rio Grande Do Norte (IFRN)| Marinha do Brasil| Universidade Federal de São Carlos",57190606005,8843298100,8843298100,-,Brazil, 2606, Control and Optimization,-,"Autonomous Underwater Vehicles,Underwater Acoustics,Remotely Operated Vehicles",1150,"Sailing Vessels,Ice Ridge,Autonomous",49325,40.87,69.75
Design and implementation of a control system for a sailboat robot," Boas, J.V.",8, 57204042904,2016,2016-03-01,Robotics,5,1,-,5,ISSN-22186581,21100833833,Journal,1.33,15,-,-,-,-,0.24,15,20,1.69,8.27,18,17,0,"Santos, D., Junior, A.G.S., Negreiros, A. and 5 more (...) (2016).Design and implementation of a control system for a sailboat robot. Robotics,5(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85048513161&origin=resultslist,10.3390/robotics5010005,Article,Gold|Green,2-s2.0-85048513161,-,Universidade Federal de São Carlos| Marinha do Brasil| Universidade Federal do Rio Grande do Norte,3,60023857| 108436612| 60101662| 60013792,"Universidade Federal do Rio Grande do Norte| Instituto Federal de Educação, Ciência e Tecnologia Do Rio Grande Do Norte (IFRN)| Marinha do Brasil| Universidade Federal de São Carlos",57190606005,8843298100,8843298100,-,Brazil, 2606, Control and Optimization,-,"Autonomous Underwater Vehicles,Underwater Acoustics,Remotely Operated Vehicles",1150,"Sailing Vessels,Ice Ridge,Autonomous",49325,40.87,69.75
Design and implementation of a control system for a sailboat robot," Alvarez, J.",8, 57204049744,2016,2016-03-01,Robotics,5,1,-,5,ISSN-22186581,21100833833,Journal,1.33,15,-,-,-,-,0.24,15,20,1.69,8.27,18,17,0,"Santos, D., Junior, A.G.S., Negreiros, A. and 5 more (...) (2016).Design and implementation of a control system for a sailboat robot. Robotics,5(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85048513161&origin=resultslist,10.3390/robotics5010005,Article,Gold|Green,2-s2.0-85048513161,-,Universidade Federal de São Carlos| Marinha do Brasil| Universidade Federal do Rio Grande do Norte,3,60023857| 108436612| 60101662| 60013792,"Universidade Federal do Rio Grande do Norte| Instituto Federal de Educação, Ciência e Tecnologia Do Rio Grande Do Norte (IFRN)| Marinha do Brasil| Universidade Federal de São Carlos",57190606005,8843298100,8843298100,-,Brazil, 2606, Control and Optimization,-,"Autonomous Underwater Vehicles,Underwater Acoustics,Remotely Operated Vehicles",1150,"Sailing Vessels,Ice Ridge,Autonomous",49325,40.87,69.75
